Category,Relation,Dataset,models,f1_score,Precision,Recall,Execution_Time
TPC-DI,View-Unionable,prospect_both_0_1_ec_ev,facebook/bart-base,0.0,0.0,0.0,122.16751289367676
TPC-DI,View-Unionable,prospect_both_0_1_ec_ev,gpt,0.1666666666666666,0.0909090909090909,1.0,27.72833585739136
TPC-DI,View-Unionable,prospect_both_0_1_ec_ev,roberta-base,0.0,0.0,0.0,63.51231503486633
TPC-DI,View-Unionable,prospect_both_0_1_ac2_av,albert-base-v2,0.0,0.0,0.0,35.04848289489746
TPC-DI,View-Unionable,prospect_both_0_1_ac2_av,facebook/bart-base,0.0,0.0,0.0,124.60552096366882
TPC-DI,View-Unionable,prospect_both_0_1_ac2_av,gpt,0.1666666666666666,0.0909090909090909,1.0,26.072720050811768
TPC-DI,View-Unionable,prospect_both_0_1_ac2_av,roberta-base,0.0,0.0,0.0,63.29480695724487
TPC-DI,View-Unionable,prospect_both_0_70_ac2_av,distilbert-base-uncased,0.5454545454545454,0.5,0.6,156.06547284126282
TPC-DI,View-Unionable,prospect_both_0_70_ac2_av,sentence-transformers/all-MiniLM-L6-v2,0.6666666666666666,0.6111111111111112,0.7333333333333333,75.29987812042236
TPC-DI,View-Unionable,prospect_both_0_70_ac2_av,albert-base-v2,0.606060606060606,0.5555555555555556,0.6666666666666666,97.6540801525116
TPC-DI,View-Unionable,prospect_both_0_70_ac2_av,facebook/bart-base,0.4848484848484848,0.4444444444444444,0.5333333333333333,405.6486828327179
TPC-DI,View-Unionable,prospect_both_0_70_ac2_av,gpt,0.7272727272727272,0.6666666666666666,0.8,79.25688815116882
TPC-DI,View-Unionable,prospect_both_0_70_ac2_av,roberta-base,0.4848484848484848,0.4444444444444444,0.5333333333333333,209.6783092021942
TPC-DI,View-Unionable,prospect_both_0_70_ac3_av,roberta-base,0.4848484848484848,0.4444444444444444,0.5333333333333333,207.1628649234772
TPC-DI,View-Unionable,prospect_both_0_50_ac3_ev,albert-base-v2,0.6666666666666666,0.5625,0.8181818181818182,86.67364025115967
TPC-DI,View-Unionable,prospect_both_0_50_ac3_ev,facebook/bart-base,0.5925925925925926,0.5,0.7272727272727273,340.5550830364228
TPC-DI,View-Unionable,prospect_both_0_50_ac3_ev,gpt,0.6666666666666666,0.5625,0.8181818181818182,69.34178423881531
TPC-DI,View-Unionable,prospect_both_0_50_ac3_ev,roberta-base,0.5185185185185185,0.4375,0.6363636363636364,172.6448838710785
TPC-DI,View-Unionable,prospect_both_0_30_ac1_av,sentence-transformers/all-MiniLM-L6-v2,0.3,0.2142857142857142,0.5,60.448461055755615
TPC-DI,View-Unionable,prospect_both_0_30_ac1_av,albert-base-v2,0.3,0.2142857142857142,0.5,65.19272875785828
TPC-DI,View-Unionable,prospect_both_0_30_ac1_av,facebook/bart-base,0.4,0.2857142857142857,0.6666666666666666,256.4133670330048
TPC-DI,View-Unionable,prospect_both_0_30_ac1_av,gpt,0.5,0.3571428571428571,0.8333333333333334,50.24480724334717
TPC-DI,View-Unionable,prospect_both_0_30_ac1_av,roberta-base,0.2,0.1428571428571428,0.3333333333333333,137.93914699554443
TPC-DI,View-Unionable,prospect_both_0_50_ac4_ev,albert-base-v2,0.7407407407407406,0.625,0.9090909090909092,76.52053594589233
TPC-DI,View-Unionable,prospect_both_0_50_ac4_ev,facebook/bart-base,0.7407407407407406,0.625,0.9090909090909092,288.71279311180115
TPC-DI,View-Unionable,prospect_both_0_50_ac4_ev,gpt,0.6666666666666666,0.5625,0.8181818181818182,61.34329295158386
TPC-DI,View-Unionable,prospect_both_0_50_ac4_ev,roberta-base,0.5925925925925926,0.5,0.7272727272727273,147.40624117851257
TPC-DI,View-Unionable,prospect_both_0_1_ac4_av,facebook/bart-base,0.0,0.0,0.0,123.4609673023224
TPC-DI,View-Unionable,prospect_both_0_1_ac4_av,gpt,0.1666666666666666,0.0909090909090909,1.0,28.74916386604309
TPC-DI,View-Unionable,prospect_both_0_1_ac4_av,roberta-base,0.0,0.0,0.0,61.94541907310486
TPC-DI,View-Unionable,prospect_both_0_70_ac4_av,sentence-transformers/all-MiniLM-L6-v2,0.6666666666666666,0.6111111111111112,0.7333333333333333,89.31675291061401
TPC-DI,View-Unionable,prospect_both_0_70_ac4_av,albert-base-v2,0.6666666666666666,0.6111111111111112,0.7333333333333333,101.8952329158783
TPC-DI,View-Unionable,prospect_both_0_70_ac4_av,facebook/bart-base,0.606060606060606,0.5555555555555556,0.6666666666666666,428.4892270565033
TPC-DI,View-Unionable,prospect_both_0_70_ac4_av,gpt,0.7878787878787877,0.7222222222222222,0.8666666666666667,81.0043671131134
TPC-DI,View-Unionable,prospect_both_0_70_ac4_av,roberta-base,0.4848484848484848,0.4444444444444444,0.5333333333333333,233.459135055542
TPC-DI,View-Unionable,prospect_both_0_70_ec_ev,gpt,0.4848484848484848,0.4444444444444444,0.5333333333333333,93.02131581306458
TPC-DI,View-Unionable,prospect_both_0_70_ec_ev,roberta-base,0.4242424242424242,0.3888888888888889,0.4666666666666667,239.7312951087952
TPC-DI,View-Unionable,prospect_both_0_30_ac2_av,albert-base-v2,0.3,0.2142857142857142,0.5,70.03946614265442
TPC-DI,View-Unionable,prospect_both_0_30_ac2_av,facebook/bart-base,0.4,0.2857142857142857,0.6666666666666666,227.8298597335816
TPC-DI,View-Unionable,prospect_both_0_30_ac2_av,gpt,0.4,0.2857142857142857,0.6666666666666666,43.11034893989563
TPC-DI,View-Unionable,prospect_both_0_30_ac2_av,roberta-base,0.4,0.2857142857142857,0.6666666666666666,116.36177492141724
TPC-DI,View-Unionable,prospect_both_0_1_ac5_av,albert-base-v2,0.1666666666666666,0.0909090909090909,1.0,32.50195002555847
TPC-DI,View-Unionable,prospect_both_0_1_ac5_av,facebook/bart-base,0.0,0.0,0.0,119.12560987472534
TPC-DI,View-Unionable,prospect_both_0_1_ac5_av,gpt,0.1666666666666666,0.0909090909090909,1.0,25.09177327156067
TPC-DI,View-Unionable,prospect_both_0_1_ac5_av,roberta-base,0.0,0.0,0.0,59.833728075027466
TPC-DI,View-Unionable,prospect_both_0_50_ac1_ev,albert-base-v2,0.5925925925925926,0.5,0.7272727272727273,66.5401701927185
TPC-DI,View-Unionable,prospect_both_0_50_ac1_ev,facebook/bart-base,0.6666666666666666,0.5625,0.8181818181818182,264.20181608200073
TPC-DI,View-Unionable,prospect_both_0_50_ac1_ev,gpt,0.7407407407407406,0.625,0.9090909090909092,52.41697907447815
TPC-DI,View-Unionable,prospect_both_0_50_ac1_ev,roberta-base,0.5185185185185185,0.4375,0.6363636363636364,141.56585907936096
TPC-DI,View-Unionable,prospect_both_0_70_ac5_av,albert-base-v2,0.6666666666666666,0.6111111111111112,0.7333333333333333,93.5641748905182
TPC-DI,View-Unionable,prospect_both_0_70_ac5_av,facebook/bart-base,0.4848484848484848,0.4444444444444444,0.5333333333333333,374.0498719215393
TPC-DI,View-Unionable,prospect_both_0_70_ac5_av,gpt,0.6666666666666666,0.6111111111111112,0.7333333333333333,76.36405301094055
TPC-DI,View-Unionable,prospect_both_0_70_ac5_av,roberta-base,0.5454545454545454,0.5,0.6,198.1631960868836
TPC-DI,View-Unionable,prospect_both_0_50_ec_ev,sentence-transformers/all-MiniLM-L6-v2,0.4444444444444444,0.375,0.5454545454545454,63.599287033081055
TPC-DI,View-Unionable,prospect_both_0_50_ec_ev,albert-base-v2,0.6666666666666666,0.5625,0.8181818181818182,74.57182908058167
TPC-DI,View-Unionable,prospect_both_0_50_ec_ev,facebook/bart-base,0.4444444444444444,0.375,0.5454545454545454,288.5226380825043
TPC-DI,View-Unionable,prospect_both_0_50_ec_ev,gpt,0.5925925925925926,0.5,0.7272727272727273,58.86570811271668
TPC-DI,View-Unionable,prospect_both_0_50_ec_ev,roberta-base,0.4444444444444444,0.375,0.5454545454545454,152.119460105896
TPC-DI,View-Unionable,prospect_both_0_1_ac1_av,roberta-base,0.0,0.0,0.0,60.95349407196045
TPC-DI,View-Unionable,prospect_both_0_50_ac5_ev,bert-base-uncased,0.5925925925925926,0.5,0.7272727272727273,188.1178679466248
TPC-DI,View-Unionable,prospect_both_0_50_ac5_ev,distilbert-base-uncased,0.5925925925925926,0.5,0.7272727272727273,97.26079106330872
TPC-DI,View-Unionable,prospect_both_0_50_ac5_ev,sentence-transformers/all-MiniLM-L6-v2,0.4444444444444444,0.375,0.5454545454545454,58.3049099445343
TPC-DI,View-Unionable,prospect_both_0_50_ac5_ev,albert-base-v2,0.5185185185185185,0.4375,0.6363636363636364,70.86377882957458
TPC-DI,View-Unionable,prospect_both_0_50_ac5_ev,facebook/bart-base,0.5185185185185185,0.4375,0.6363636363636364,306.6463680267334
TPC-DI,View-Unionable,prospect_both_0_50_ac5_ev,gpt,0.5185185185185185,0.4375,0.6363636363636364,61.50870203971863
TPC-DI,View-Unionable,prospect_both_0_50_ac5_ev,roberta-base,0.6666666666666666,0.5625,0.8181818181818182,154.05664896965027
TPC-DI,View-Unionable,prospect_both_0_70_ac1_av,gpt,0.5454545454545454,0.5,0.6,106.96213006973268
TPC-DI,View-Unionable,prospect_both_0_70_ac1_av,roberta-base,0.5454545454545454,0.5,0.6,215.96813201904297
TPC-DI,View-Unionable,prospect_both_0_50_ac5_av,gpt,0.6666666666666666,0.5625,0.8181818181818182,68.829598903656
TPC-DI,View-Unionable,prospect_both_0_50_ac5_av,roberta-base,0.4444444444444444,0.375,0.5454545454545454,155.35650897026062
TPC-DI,View-Unionable,prospect_both_0_70_ac1_ev,facebook/bart-base,0.5454545454545454,0.5,0.6,346.70492005348206
TPC-DI,View-Unionable,prospect_both_0_70_ac1_ev,gpt,0.7272727272727272,0.6666666666666666,0.8,67.3330512046814
TPC-DI,View-Unionable,prospect_both_0_70_ac1_ev,roberta-base,0.606060606060606,0.5555555555555556,0.6666666666666666,172.1861937046051
TPC-DI,View-Unionable,prospect_both_0_1_ac1_ev,sentence-transformers/all-MiniLM-L6-v2,0.0,0.0,0.0,31.55859017372132
TPC-DI,View-Unionable,prospect_both_0_1_ac1_ev,albert-base-v2,0.1666666666666666,0.0909090909090909,1.0,30.023706197738647
TPC-DI,View-Unionable,prospect_both_0_1_ac1_ev,facebook/bart-base,0.1666666666666666,0.0909090909090909,1.0,115.18349409103394
TPC-DI,View-Unionable,prospect_both_0_1_ac1_ev,gpt,0.1666666666666666,0.0909090909090909,1.0,20.72996211051941
TPC-DI,View-Unionable,prospect_both_0_1_ac1_ev,roberta-base,0.0,0.0,0.0,61.10372519493103
TPC-DI,View-Unionable,prospect_both_0_50_ac1_av,albert-base-v2,0.5925925925925926,0.5,0.7272727272727273,86.87173509597778
TPC-DI,View-Unionable,prospect_both_0_50_ac1_av,facebook/bart-base,0.5925925925925926,0.5,0.7272727272727273,319.67977714538574
TPC-DI,View-Unionable,prospect_both_0_50_ac1_av,gpt,0.7407407407407406,0.625,0.9090909090909092,71.14410614967346
TPC-DI,View-Unionable,prospect_both_0_50_ac1_av,roberta-base,0.2962962962962963,0.25,0.3636363636363636,174.1553349494934
TPC-DI,View-Unionable,prospect_both_0_70_ac5_ev,albert-base-v2,0.4242424242424242,0.3888888888888889,0.4666666666666667,104.5025691986084
TPC-DI,View-Unionable,prospect_both_0_70_ac5_ev,facebook/bart-base,0.5454545454545454,0.5,0.6,381.7599658966065
TPC-DI,View-Unionable,prospect_both_0_70_ac5_ev,gpt,0.606060606060606,0.5555555555555556,0.6666666666666666,91.2190887928009
TPC-DI,View-Unionable,prospect_both_0_70_ac5_ev,roberta-base,0.6666666666666666,0.6111111111111112,0.7333333333333333,188.9193589687348
TPC-DI,View-Unionable,prospect_both_0_1_ac5_ev,albert-base-v2,0.1666666666666666,0.0909090909090909,1.0,29.764589071273804
TPC-DI,View-Unionable,prospect_both_0_1_ac5_ev,facebook/bart-base,0.0,0.0,0.0,109.04872012138368
TPC-DI,View-Unionable,prospect_both_0_1_ac5_ev,gpt,0.1666666666666666,0.0909090909090909,1.0,25.153297185897827
TPC-DI,View-Unionable,prospect_both_0_1_ac5_ev,roberta-base,0.0,0.0,0.0,56.94340777397156
TPC-DI,View-Unionable,prospect_both_0_50_ec_av,sentence-transformers/all-MiniLM-L6-v2,0.4444444444444444,0.375,0.5454545454545454,59.85557198524475
TPC-DI,View-Unionable,prospect_both_0_50_ec_av,albert-base-v2,0.5185185185185185,0.4375,0.6363636363636364,66.23786401748657
TPC-DI,View-Unionable,prospect_both_0_50_ec_av,facebook/bart-base,0.5925925925925926,0.5,0.7272727272727273,277.4457070827484
TPC-DI,View-Unionable,prospect_both_0_50_ec_av,gpt,0.5185185185185185,0.4375,0.6363636363636364,67.48064804077148
TPC-DI,View-Unionable,prospect_both_0_50_ec_av,roberta-base,0.4444444444444444,0.375,0.5454545454545454,137.17877006530762
TPC-DI,View-Unionable,prospect_both_0_30_ac3_ev,sentence-transformers/all-MiniLM-L6-v2,0.4,0.2857142857142857,0.6666666666666666,40.55549621582031
TPC-DI,View-Unionable,prospect_both_0_30_ac3_ev,albert-base-v2,0.5,0.3571428571428571,0.8333333333333334,44.37094664573669
TPC-DI,View-Unionable,prospect_both_0_30_ac3_ev,facebook/bart-base,0.3,0.2142857142857142,0.5,180.79862785339355
TPC-DI,View-Unionable,prospect_both_0_30_ac3_ev,gpt,0.5,0.3571428571428571,0.8333333333333334,44.384581089019775
TPC-DI,View-Unionable,prospect_both_0_30_ac3_ev,roberta-base,0.4,0.2857142857142857,0.6666666666666666,98.42642831802368
TPC-DI,View-Unionable,prospect_both_0_1_ac4_ev,sentence-transformers/all-MiniLM-L6-v2,0.0,0.0,0.0,37.61479496955872
TPC-DI,View-Unionable,prospect_both_0_1_ac4_ev,albert-base-v2,0.1666666666666666,0.0909090909090909,1.0,27.356953859329224
TPC-DI,View-Unionable,prospect_both_0_1_ac4_ev,facebook/bart-base,0.1666666666666666,0.0909090909090909,1.0,108.32075715065002
TPC-DI,View-Unionable,prospect_both_0_1_ac4_ev,gpt,0.1666666666666666,0.0909090909090909,1.0,25.53612780570984
TPC-DI,View-Unionable,prospect_both_0_1_ac4_ev,roberta-base,0.0,0.0,0.0,55.74785304069519
TPC-DI,View-Unionable,prospect_both_0_30_ac2_ev,facebook/bart-base,0.3,0.2142857142857142,0.5,207.88975191116333
TPC-DI,View-Unionable,prospect_both_0_30_ac2_ev,gpt,0.3,0.2142857142857142,0.5,44.68547463417053
TPC-DI,View-Unionable,prospect_both_0_30_ac2_ev,roberta-base,0.2,0.1428571428571428,0.3333333333333333,102.6109390258789
TPC-DI,View-Unionable,prospect_both_0_70_ec_av,distilbert-base-uncased,0.7272727272727272,0.6666666666666666,0.8,118.18711709976196
TPC-DI,View-Unionable,prospect_both_0_70_ec_av,sentence-transformers/all-MiniLM-L6-v2,0.5454545454545454,0.5,0.6,69.47092008590698
TPC-DI,View-Unionable,prospect_both_0_70_ec_av,albert-base-v2,0.6666666666666666,0.6111111111111112,0.7333333333333333,83.68792390823364
TPC-DI,View-Unionable,prospect_both_0_70_ec_av,facebook/bart-base,0.606060606060606,0.5555555555555556,0.6666666666666666,375.8319220542908
TPC-DI,View-Unionable,prospect_both_0_70_ec_av,gpt,0.6666666666666666,0.6111111111111112,0.7333333333333333,78.25219416618347
TPC-DI,View-Unionable,prospect_both_0_70_ec_av,roberta-base,0.7272727272727272,0.6666666666666666,0.8,184.68837308883667
TPC-DI,View-Unionable,prospect_both_0_50_ac4_av,albert-base-v2,0.7407407407407406,0.625,0.9090909090909092,80.05696678161621
TPC-DI,View-Unionable,prospect_both_0_50_ac4_av,facebook/bart-base,0.6666666666666666,0.5625,0.8181818181818182,299.87349104881287
TPC-DI,View-Unionable,prospect_both_0_50_ac4_av,gpt,0.5925925925925926,0.5,0.7272727272727273,65.13736200332642
TPC-DI,View-Unionable,prospect_both_0_50_ac4_av,roberta-base,0.6666666666666666,0.5625,0.8181818181818182,154.1661298274994
TPC-DI,View-Unionable,prospect_both_0_30_ec_ev,roberta-base,0.4,0.2857142857142857,0.6666666666666666,125.21368598937988
TPC-DI,Joinable,prospect_vertical_70_ac4_ev,facebook/bart-base,0.4848484848484848,0.4444444444444444,0.5333333333333333,424.8724298477173
TPC-DI,Joinable,prospect_vertical_70_ac4_ev,gpt,0.4848484848484848,0.4444444444444444,0.5333333333333333,82.62164902687073
TPC-DI,Joinable,prospect_vertical_70_ac4_ev,roberta-base,0.3636363636363636,0.3333333333333333,0.4,3745.984481096268
TPC-DI,Joinable,prospect_both_50_50_ac2_ev,sentence-transformers/all-MiniLM-L6-v2,0.4444444444444444,0.375,0.5454545454545454,58.80821681022644
TPC-DI,Joinable,prospect_both_50_50_ac2_ev,albert-base-v2,0.5185185185185185,0.4375,0.6363636363636364,78.96402311325073
TPC-DI,Joinable,prospect_both_50_50_ac2_ev,facebook/bart-base,0.4444444444444444,0.375,0.5454545454545454,297.864531993866
TPC-DI,Joinable,prospect_both_50_50_ac2_ev,gpt,0.5185185185185185,0.4375,0.6363636363636364,67.02739810943604
TPC-DI,Joinable,prospect_both_50_50_ac2_ev,roberta-base,0.4444444444444444,0.375,0.5454545454545454,152.8265860080719
TPC-DI,Joinable,prospect_both_50_30_ec_ev,distilbert-base-uncased,0.6,0.4285714285714285,1.0,68.03160214424133
TPC-DI,Joinable,prospect_both_50_30_ec_ev,sentence-transformers/all-MiniLM-L6-v2,0.5,0.3571428571428571,0.8333333333333334,40.886860847473145
TPC-DI,Joinable,prospect_both_50_30_ec_ev,albert-base-v2,0.4,0.2857142857142857,0.6666666666666666,53.32349514961243
TPC-DI,Joinable,prospect_both_50_30_ec_ev,facebook/bart-base,0.5,0.3571428571428571,0.8333333333333334,208.2170071601868
TPC-DI,Joinable,prospect_both_50_30_ec_ev,gpt,0.6,0.4285714285714285,1.0,46.20273685455322
TPC-DI,Joinable,prospect_both_50_30_ec_ev,roberta-base,0.3,0.2142857142857142,0.5,108.99089694023132
TPC-DI,Joinable,prospect_vertical_30_ac2_ev,roberta-base,0.3,0.2142857142857142,0.5,116.7084140777588
TPC-DI,Joinable,prospect_vertical_70_ac1_ev,roberta-base,0.4848484848484848,0.4444444444444444,0.5333333333333333,204.37627911567688
TPC-DI,Joinable,prospect_both_50_1_ac5_ev,gpt,0.1666666666666666,0.0909090909090909,1.0,26.719023942947388
TPC-DI,Joinable,prospect_both_50_1_ac5_ev,roberta-base,0.0,0.0,0.0,54.38025331497192
TPC-DI,Joinable,prospect_both_50_50_ac3_ev,sentence-transformers/all-MiniLM-L6-v2,0.6666666666666666,0.5625,0.8181818181818182,70.3018901348114
TPC-DI,Joinable,prospect_both_50_50_ac3_ev,albert-base-v2,0.6666666666666666,0.5625,0.8181818181818182,63.90828990936279
TPC-DI,Joinable,prospect_both_50_50_ac3_ev,facebook/bart-base,0.5925925925925926,0.5,0.7272727272727273,264.8729569911957
TPC-DI,Joinable,prospect_both_50_50_ac3_ev,gpt,0.7407407407407406,0.625,0.9090909090909092,59.28754997253418
TPC-DI,Joinable,prospect_both_50_50_ac3_ev,roberta-base,0.5925925925925926,0.5,0.7272727272727273,135.6030478477478
TPC-DI,Joinable,prospect_both_50_1_ac1_ev,facebook/bart-base,0.1666666666666666,0.0909090909090909,1.0,114.75314283370972
TPC-DI,Joinable,prospect_both_50_1_ac1_ev,gpt,0.1666666666666666,0.0909090909090909,1.0,27.185148000717163
TPC-DI,Joinable,prospect_both_50_1_ac1_ev,roberta-base,0.0,0.0,0.0,57.13534021377564
TPC-DI,Joinable,prospect_both_50_50_ec_ev,facebook/bart-base,0.4444444444444444,0.375,0.5454545454545454,258.9764630794525
TPC-DI,Joinable,prospect_both_50_50_ec_ev,gpt,0.5925925925925926,0.5,0.7272727272727273,65.86838102340698
TPC-DI,Joinable,prospect_both_50_50_ec_ev,roberta-base,0.3703703703703703,0.3125,0.4545454545454545,126.46975994110107
TPC-DI,Joinable,prospect_both_50_70_ac3_ev,facebook/bart-base,0.6666666666666666,0.6111111111111112,0.7333333333333333,369.74333095550537
TPC-DI,Joinable,prospect_both_50_70_ac3_ev,gpt,0.7272727272727272,0.6666666666666666,0.8,82.36839604377747
TPC-DI,Joinable,prospect_both_50_70_ac3_ev,roberta-base,0.7878787878787877,0.7222222222222222,0.8666666666666667,179.70773601531982
TPC-DI,Joinable,prospect_both_50_30_ac5_ev,distilbert-base-uncased,0.6,0.4285714285714285,1.0,75.53569221496582
TPC-DI,Joinable,prospect_both_50_30_ac5_ev,sentence-transformers/all-MiniLM-L6-v2,0.5,0.3571428571428571,0.8333333333333334,40.46970820426941
TPC-DI,Joinable,prospect_both_50_30_ac5_ev,albert-base-v2,0.6,0.4285714285714285,1.0,49.573071241378784
TPC-DI,Joinable,prospect_both_50_30_ac5_ev,facebook/bart-base,0.5,0.3571428571428571,0.8333333333333334,199.4942090511322
TPC-DI,Joinable,prospect_both_50_30_ac5_ev,gpt,0.6,0.4285714285714285,1.0,54.77417206764221
TPC-DI,Joinable,prospect_both_50_30_ac5_ev,roberta-base,0.4,0.2857142857142857,0.6666666666666666,106.45548295974731
TPC-DI,Joinable,prospect_both_50_70_ac2_ev,distilbert-base-uncased,0.5454545454545454,0.5,0.6,146.5551040172577
TPC-DI,Joinable,prospect_both_50_70_ac2_ev,sentence-transformers/all-MiniLM-L6-v2,0.4242424242424242,0.3888888888888889,0.4666666666666667,75.4725239276886
TPC-DI,Joinable,prospect_both_50_70_ac2_ev,albert-base-v2,0.5454545454545454,0.5,0.6,91.19125485420228
TPC-DI,Joinable,prospect_both_50_70_ac2_ev,facebook/bart-base,0.4848484848484848,0.4444444444444444,0.5333333333333333,390.56115889549255
TPC-DI,Joinable,prospect_both_50_70_ac2_ev,gpt,0.4848484848484848,0.4444444444444444,0.5333333333333333,89.64352297782898
TPC-DI,Joinable,prospect_both_50_70_ac2_ev,roberta-base,0.4242424242424242,0.3888888888888889,0.4666666666666667,221.27846908569336
TPC-DI,Joinable,prospect_both_50_70_ec_ev,roberta-base,0.5454545454545454,0.5,0.6,176.7696099281311
TPC-DI,Joinable,prospect_vertical_50_ac4_ev,roberta-base,0.5925925925925926,0.5,0.7272727272727273,156.30253410339355
TPC-DI,Joinable,prospect_both_50_30_ac4_ev,sentence-transformers/all-MiniLM-L6-v2,0.4,0.2857142857142857,0.6666666666666666,46.6028470993042
TPC-DI,Joinable,prospect_both_50_30_ac4_ev,albert-base-v2,0.5,0.3571428571428571,0.8333333333333334,51.13675379753113
